name,lon,lat
Solarium,4.3775503,50.8911826
Unnamed,3.7048873,51.0464472
Spoorleggerspark,3.7099563,51.0774134
Unnamed,4.5090817,50.8546393
Jardin du Pavillon chinois - Tuin van het Chinees Paviljoen,4.3604844,50.8938774
De Dubbele Haagjes,3.2730774,50.8198255
Watermuntpark,3.6991759,51.0890391
Unnamed,4.4804163,50.9252944
Unnamed,4.4734851,50.9254349
Parc des 7 Heures,5.8605354,50.4931813
Gemeentepark,4.4942381,51.2848509
Plein Floralaan,4.4538912,51.1667728
Landschapspark Groene Velden,3.6636885,51.0783779
Unnamed,5.1898836,50.8192251
Unnamed,5.1826783,50.8143434
Banierpark,3.7458926,51.0539168
Bijgaardepark,3.7435637,51.0510896
Speelterrein Wasstraat,3.7451218,51.0559672
Unnamed,4.4771054,50.8821575
Unnamed,4.3389782,50.9405881
Espace Closières,4.6950242,50.5580917
Dries,4.0437265,51.1567962
Jules Van Campenhoutplein,4.3203583,50.9320183
Unnamed,4.3076301,50.9679584
Unnamed,4.3387209,50.9162647
Unnamed,4.3362173,50.9164256
Unnamed,4.3369937,50.9151284
Unnamed,4.3141541,50.9174798
Unnamed,4.3143503,50.9220188
Unnamed,4.3369894,50.9557357
Unnamed,4.050095,50.4493346
Sterrebos,3.1353205,50.9269451
"Provinciaal Domein ""Den Blakken""",3.9033162,51.0083133
Unnamed,3.8819855,51.0091517
Unnamed,3.8903556,51.0037464
Stadspark,4.9444602,51.3090116
Unnamed,4.3407936,50.9583951
Unnamed,4.3403486,50.9592704
Unnamed,4.3541214,51.0079703
Parc Crombez,3.3962644,50.6119535
Parc Saint-Jean,3.4014932,50.6018151
Unnamed,3.4030043,50.6024431
Parc Marvis,3.4032305,50.6036459
Unnamed,3.3827558,50.6310107
Unnamed,3.3843309,50.630285
Unnamed,3.3857738,50.6296634
Unnamed,3.3881767,50.6286005
Parc du Waux-hall,3.9648135,50.4523882
Unnamed,5.5747276,50.6462503
Unnamed,5.5857543,50.611361
Unnamed,4.5324091,50.9973274
Unnamed,4.613955,50.4665504
Unnamed,4.3938111,50.3222971
Square Léon Mabille,4.1126221,50.5036659
Unnamed,4.5259734,51.0003911
Unnamed,4.5167344,51.0036711
Unnamed,4.5115076,51.2293982
Unnamed,4.1106786,50.5012984
Unnamed,3.7130804,51.0729767
Unnamed,4.3716211,51.0025753
Wastijnepark,4.0903124,51.0192782
Unnamed,4.5409398,50.8935657
Unnamed,4.1388631,50.9885846
De Kleiputten,3.2894093,50.8015238
Unnamed,4.2767382,50.9661296
Unnamed,4.9850641,50.5295628
Veergrep,3.7212117,51.0441083
Unnamed,3.9591378,50.4859933
Acaciapark,3.6991549,51.0610224
Kokerpark,3.6990833,51.05776
Bauwensplein,2.8856896,51.2113509
Molenvijvers - Zonnewijzerpark,5.5129791,50.9647855
André Dumontpark,5.5304755,50.9989921
Unnamed,4.4295646,50.9771837
Leontine Demeypark,2.8947456,51.213984
Unnamed,2.8760608,51.2125219
Unnamed,5.9889909,50.6815065
Unnamed,4.326072,50.9869749
Buurtpark Hekers,3.7065794,51.0025725
Sint-Catharinaplein,2.9052218,51.2170149
Hazeweide,4.4435653,50.9300779
Unnamed,4.4464633,50.9308393
Windmolenpark,4.4468666,50.9280753
Unnamed,4.4414153,50.9299029
